Идентификатор рейса,Количество BSM в данном рейсе
8688010.0,1
8688011.0,1
8688013.0,1
8688359.0,0
8688364.0,1
8688366.0,1
8688367.0,1
8688369.0,1
8688370.0,1
8688375.0,1
8688376.0,1
8688377.0,1
8688378.0,1
8687718.0,61
8688383.0,1
8688385.0,0
8688509.0,1
8688508.0,1
8688506.0,1
8688391.0,1
8688394.0,0
8688396.0,1
8688505.0,1
8688400.0,1
8688402.0,2
8688404.0,2
8688406.0,1
8688407.0,1
8688504.0,1
8687719.0,21
8688410.0,1
8688501.0,1
8688413.0,1
8688415.0,1
8688416.0,2
8688418.0,1
8688499.0,1
8688421.0,-2
8688424.0,0
8688425.0,1
8688496.0,1
8688427.0,14
8688495.0,1
8688429.0,-2
8688430.0,0
8688432.0,0
8688494.0,1
8688435.0,1
8688436.0,0
8688438.0,0
8688490.0,1
8688488.0,1
8688442.0,1
8688445.0,1
8688485.0,1
8688448.0,1
8688450.0,1
8688452.0,1
8688453.0,1
8688454.0,1
8688458.0,1
8688462.0,1
8688465.0,-11
8688286.0,2
8688288.0,1
8688289.0,1
8688292.0,1
8688296.0,0
8688298.0,1
8688299.0,1
8688300.0,1
8688303.0,1
8688304.0,1
8688306.0,0
8688312.0,1
8688307.0,-1
8688309.0,0
8688311.0,-3
8688313.0,1
8688315.0,-7
8688317.0,-1
8688320.0,1
8688328.0,1
8688329.0,1
8688331.0,1
8688332.0,-2
8688336.0,1
8688339.0,1
8688341.0,1
8688343.0,1
8688344.0,1
8688345.0,2
8688349.0,1
8688353.0,-10
8688355.0,0
8688358.0,2
8688994.0,1
8688997.0,1
8688999.0,1
8689000.0,1
8689004.0,1
8689005.0,1
8689006.0,1
8689008.0,1
8689010.0,0
8689013.0,1
8689015.0,1
8689020.0,1
8689027.0,0
8689028.0,1
8689029.0,1
8689033.0,1
8689039.0,-1
8689050.0,1
8689051.0,1
8689052.0,1
8689055.0,1
8689057.0,1
8689058.0,2
8689059.0,1
8689062.0,1
8689064.0,1
8689065.0,1
8689067.0,1
8689068.0,1
8689071.0,1
8688691.0,0
8688692.0,1
8688695.0,1
8688697.0,1
8688699.0,1
8688700.0,1
8688702.0,1
8688703.0,2
8688706.0,1
8688707.0,1
8688710.0,1
8688712.0,1
8688714.0,1
8688715.0,2
8688717.0,1
8688718.0,1
8688720.0,7
8688721.0,1
8688723.0,1
8688724.0,2
8688725.0,12
8688726.0,30
8688727.0,-9
8688728.0,1
8688729.0,3
8688733.0,7
8688734.0,2
8688735.0,4
8688737.0,4
8688738.0,1
8688739.0,1
8688740.0,4
8688742.0,1
8688745.0,1
8688746.0,2
8688748.0,3
8688749.0,1
8688751.0,0
8688752.0,2
8688753.0,16
8688754.0,1
8688755.0,4
8688756.0,1
8688758.0,7
8688759.0,1
8688761.0,0
8688763.0,1
8688766.0,1
8688771.0,2
8688775.0,1
8688776.0,1
8688779.0,1
8688784.0,1
8688785.0,1
8688786.0,1
8688791.0,1
8688793.0,1
8688795.0,1
8688797.0,1
8688801.0,1
8688802.0,1
8688807.0,1
8688809.0,0
8688810.0,1
8688811.0,1
8688812.0,1
8688814.0,1
8688815.0,1
8688816.0,1
8688817.0,1
8688821.0,1
8688822.0,2
8688824.0,1
8688826.0,0
8688828.0,1
8688829.0,0
8688830.0,1
8688831.0,1
8688833.0,1
8688837.0,1
8688838.0,1
8688839.0,1
8688845.0,1
8688846.0,1
8688849.0,1
8688850.0,1
8688851.0,1
8688852.0,0
8688853.0,1
8688854.0,1
8688857.0,1
8688858.0,1
8688859.0,1
8688860.0,1
8688861.0,1
8688864.0,1
8688865.0,1
8688867.0,1
8688870.0,0
8688871.0,1
8688874.0,1
8688875.0,1
8688876.0,1
8688879.0,1
8688881.0,1
8688887.0,1
8688888.0,1
8688890.0,1
8688894.0,1
8688895.0,0
8688897.0,1
8688900.0,1
8688901.0,1
8688903.0,1
8688904.0,1
8688905.0,1
8688907.0,1
8688908.0,1
8688910.0,1
8688911.0,1
8688912.0,1
8688916.0,1
8688917.0,1
8688919.0,1
8688920.0,1
8688921.0,1
8688922.0,1
8688924.0,1
8688926.0,1
8688927.0,1
8688929.0,1
8688931.0,1
8688932.0,1
8688935.0,1
8688936.0,1
8688937.0,1
8688939.0,1
8688941.0,1
8688943.0,1
8688947.0,1
8688949.0,1
8688952.0,1
8688953.0,2
8688954.0,1
8688957.0,1
8688960.0,1
8688961.0,1
8688962.0,1
8688964.0,1
8688965.0,1
8688967.0,1
8688969.0,1
8688971.0,1
8688972.0,1
8688975.0,-1
8688976.0,1
8688977.0,1
8688978.0,1
8688982.0,1
8688983.0,1
8688986.0,1
8688987.0,1
8688988.0,1
8688990.0,1
8688991.0,1
8688992.0,1
8689073.0,1
8689074.0,-5
8689075.0,1
8689079.0,1
8689082.0,0
8689084.0,1
8689086.0,1
8689088.0,1
8689089.0,2
8689091.0,1
8689093.0,1
8689094.0,1
8689097.0,1
8689099.0,1
8689100.0,1
8689101.0,1
8689105.0,-1
8689108.0,-2
8689109.0,-2
8689110.0,-1
8689111.0,1
8689114.0,1
8689115.0,1
8689120.0,1
8689122.0,1
8689124.0,1
8689127.0,1
8689129.0,1
8689132.0,1
8689134.0,1
8689135.0,1
8689140.0,-1
8689141.0,0
8689147.0,1
8689149.0,1
8689151.0,1
8689152.0,1
8689157.0,0
8689159.0,1
8689161.0,1
8689163.0,1
8689164.0,1
8689166.0,1
8689168.0,1
8689171.0,1
8689172.0,1
8689174.0,-3
8689178.0,-23
8689180.0,1
8689182.0,0
8689183.0,1
8689186.0,1
8689187.0,1
8689190.0,1
8689192.0,1
8689193.0,0
8689195.0,1
8689198.0,1
8689201.0,1
8689202.0,1
8689203.0,1
8689207.0,1
8689210.0,1
8689219.0,1
8689223.0,1
8689226.0,1
8689227.0,1
8689228.0,1
8689231.0,1
8689232.0,1
8689234.0,1
8689235.0,1
8689236.0,1
8689238.0,-4
8689241.0,1
8689243.0,1
8689244.0,1
8689247.0,1
8689248.0,1
8689249.0,5
8689253.0,0
8689256.0,1
8689257.0,1
8689259.0,1
8689260.0,1
8689262.0,1
8689267.0,1
8689268.0,2
8689273.0,1
8689274.0,1
8689276.0,1
8689278.0,1
8689281.0,1
8689282.0,1
8689286.0,1
8689287.0,1
8689288.0,1
8689290.0,0
8689292.0,1
8689293.0,-6
8689294.0,1
8689299.0,-11
8689301.0,1
8689304.0,1
8689306.0,1
8689307.0,1
8689310.0,1
8689313.0,1
8689314.0,1
8689316.0,1
8689318.0,1
8689320.0,1
8689323.0,1
8689325.0,1
8689328.0,1
8689329.0,1
8689332.0,1
8689337.0,1
8689338.0,-5
8689341.0,1
8689342.0,1
8689347.0,0
8689348.0,1
8689349.0,1
8689353.0,1
8689355.0,1
8689356.0,1
8689359.0,1
8689362.0,0
8689364.0,-1
8689366.0,1
8689367.0,-6
8689369.0,1
8689371.0,2
8689375.0,0
8689376.0,0
8689378.0,1
8689379.0,1
8689382.0,1
8689383.0,1
8689386.0,1
8689387.0,1
8689388.0,-1
8689390.0,1
8689392.0,1
8689397.0,1
8689398.0,1
8689401.0,1
8689402.0,1
8689404.0,1
8689408.0,-12
8689409.0,1
8689410.0,1
8689411.0,1
8689415.0,1
8689418.0,0
8689419.0,0
8689426.0,1
8689427.0,1
8689430.0,1
8689434.0,1
8689435.0,1
8689436.0,1
8689438.0,1
8689440.0,1
8689442.0,1
8689443.0,1
8689444.0,1
8689446.0,1
8688688.0,1
8693230.0,117
8694150.0,1
8694152.0,1
8689953.0,1
8689956.0,1
8689963.0,0
8689967.0,1
8689970.0,0
8689971.0,1
8689972.0,1
8689975.0,1
8689976.0,1
8689982.0,1
8689990.0,1
8689994.0,1
8689995.0,1
8690000.0,1
8690002.0,1
8690003.0,1
8690004.0,1
8690006.0,1
8690009.0,1
8690010.0,1
8690013.0,1
8690014.0,1
8690016.0,1
8690017.0,1
8690024.0,1
8690026.0,1
8690027.0,0
8690028.0,1
8690029.0,1
8690031.0,1
8690032.0,1
8690033.0,1
8690034.0,1
8703508.0,1
8689626.0,2
8689627.0,0
8689629.0,-10
8689631.0,1
8689634.0,1
8689635.0,2
8689636.0,1
8689637.0,1
8689638.0,1
8689639.0,0
8689641.0,0
8689642.0,1
8689643.0,1
8689647.0,1
8689648.0,2
8689650.0,3
8689652.0,1
8689653.0,3
8689654.0,3
8689656.0,14
8689657.0,3
8689658.0,1
8689659.0,1
8689660.0,1
8689661.0,1
8689662.0,2
8689664.0,-1
8689667.0,1
8689668.0,1
8689670.0,1
8689671.0,1
8689672.0,1
8689675.0,1
8689679.0,1
8689680.0,1
8689681.0,1
8689683.0,-2
8689684.0,3
8689685.0,1
8689686.0,1
8689687.0,-5
8689690.0,2
8689692.0,1
8689693.0,1
8689696.0,1
8689697.0,1
8689699.0,1
8689702.0,1
8689704.0,1
8689706.0,1
8689711.0,1
8689712.0,1
8689720.0,0
8689721.0,0
8689725.0,1
8689729.0,1
8689730.0,0
8689732.0,1
8689734.0,1
8689735.0,1
8689738.0,1
8689744.0,1
8689746.0,1
8689747.0,1
8689748.0,1
8689749.0,1
8689751.0,1
8689753.0,0
8689754.0,1
8689756.0,1
8689758.0,1
8689760.0,1
8689761.0,1
8689765.0,1
8689766.0,0
8689767.0,1
8689768.0,1
8689770.0,1
8689773.0,1
8689776.0,1
8689778.0,1
8689781.0,1
8689783.0,1
8689785.0,1
8689786.0,1
8689787.0,1
8689788.0,1
8689790.0,0
8689791.0,0
8689793.0,1
8689794.0,1
8689795.0,1
8689797.0,0
8689798.0,1
8689799.0,1
8689800.0,0
8689802.0,1
8689803.0,1
8689806.0,1
8689807.0,1
8689809.0,0
8689812.0,1
8689813.0,1
8689815.0,1
8689819.0,1
8689824.0,1
8689828.0,1
8689831.0,1
8689832.0,1
8689833.0,1
8689835.0,1
8689836.0,1
8689839.0,1
8689840.0,1
8689841.0,1
8689843.0,1
8689846.0,1
8689847.0,1
8689849.0,1
8689853.0,0
8689854.0,1
8689856.0,1
8689857.0,1
8689859.0,1
8689860.0,1
8689861.0,1
8689864.0,1
8689865.0,0
8689866.0,1
8689868.0,1
8689869.0,1
8689870.0,1
8689871.0,1
8689872.0,1
8689875.0,1
8689876.0,1
8689878.0,4
8689879.0,1
8689882.0,1
8689884.0,1
8689887.0,1
8689890.0,1
8689891.0,0
8689892.0,1
8689894.0,1
8689896.0,1
8689898.0,1
8689900.0,1
8689902.0,1
8689904.0,1
8689905.0,1
8689907.0,1
8689909.0,0
8689911.0,1
8689913.0,1
8689915.0,1
8689916.0,2
8689918.0,1
8689920.0,1
8689921.0,1
8689924.0,1
8689926.0,1
8689927.0,0
8689929.0,0
8689930.0,1
8689931.0,1
8689934.0,1
8689935.0,1
8689936.0,1
8689937.0,1
8689940.0,1
8689943.0,1
8689945.0,1
8689948.0,1
8689949.0,1
8689951.0,1
8689952.0,1
8690038.0,1
8690039.0,1
8690040.0,1
8690041.0,1
8690042.0,1
8690049.0,1
8690050.0,1
8690051.0,1
8690054.0,1
8690055.0,1
8690056.0,1
8690058.0,1
8690061.0,1
8690064.0,1
8690066.0,1
8690070.0,1
8690071.0,1
8690073.0,1
8690076.0,1
8690079.0,1
8690083.0,1
8690085.0,1
8690087.0,1
8690089.0,1
8690091.0,1
8690096.0,1
8690097.0,1
8690102.0,0
8690104.0,1
8690106.0,1
8690107.0,1
8690108.0,1
8690109.0,1
8690112.0,1
8690113.0,1
8690114.0,-4
8690118.0,-17
8690122.0,1
8690124.0,1
8690126.0,1
8690129.0,1
8690131.0,1
8690133.0,1
8690134.0,1
8690137.0,1
8690138.0,0
8690140.0,1
8690141.0,1
8690144.0,1
8690145.0,1
8690148.0,1
8690149.0,1
8690160.0,1
8690163.0,1
8690165.0,1
8690168.0,-3
8690169.0,1
8690170.0,1
8690172.0,1
8690174.0,1
8690177.0,1
8690178.0,1
8690180.0,1
8690181.0,1
8690183.0,1
8690186.0,1
8690187.0,1
8690188.0,1
8690193.0,1
8690194.0,1
8690196.0,1
8690197.0,1
8690198.0,6
8690199.0,1
8690200.0,1
8690202.0,1
8690205.0,1
8690207.0,1
8690208.0,1
8690209.0,1
8690212.0,1
8690219.0,1
8690221.0,1
8690222.0,1
8690223.0,1
8690224.0,1
8690225.0,1
8690227.0,1
8690231.0,0
8690233.0,1
8690234.0,1
8690235.0,0
8690236.0,1
8690242.0,1
8690245.0,-9
8690246.0,1
8690249.0,1
8690250.0,1
8690252.0,1
8690254.0,1
8690258.0,1
8690259.0,0
8690261.0,1
8690262.0,1
8690263.0,1
8690267.0,1
8690268.0,1
8690270.0,1
8690273.0,1
8690274.0,1
8690276.0,1
8690280.0,1
8690284.0,-2
8690288.0,1
8690291.0,1
8690294.0,1
8690295.0,1
8690296.0,1
8690299.0,1
8690300.0,1
8690302.0,1
8690305.0,1
8690307.0,1
8690311.0,0
8690312.0,1
8690314.0,-6
8690315.0,1
8690316.0,1
8690317.0,1
8690322.0,1
8690324.0,1
8690325.0,1
8690328.0,1
8690329.0,0
8690334.0,1
8690335.0,1
8690337.0,1
8690338.0,1
8690339.0,1
8690343.0,1
8690344.0,1
8690348.0,1
8690351.0,1
8690353.0,1
8690357.0,1
8690358.0,1
8690361.0,1
8690363.0,-15
8690364.0,1
8690366.0,1
8690367.0,1
8690369.0,1
8690370.0,1
8690373.0,54
8690380.0,1
8690383.0,1
8690386.0,1
8690387.0,1
8690389.0,1
8690391.0,1
8690395.0,1
8690396.0,1
8690398.0,1
8690400.0,1
8690401.0,1
8690402.0,1
8694157.0,1
8694159.0,1
8690874.0,1
8690875.0,1
8690877.0,1
8690878.0,1
8690880.0,1
8690885.0,1
8690888.0,1
8690890.0,0
8690893.0,1
8690895.0,0
8690896.0,1
8690900.0,1
8690903.0,1
8690907.0,1
8690917.0,1
8690919.0,1
8690923.0,0
8690924.0,1
8690925.0,1
8690927.0,1
8690931.0,1
8690932.0,1
8690933.0,1
8690936.0,1
8690557.0,5
8690649.0,1
8690560.0,0
8690562.0,2
8690563.0,1
8690564.0,1
8690567.0,0
8690569.0,0
8690570.0,1
8690573.0,0
8690576.0,1
8690577.0,2
8690578.0,3
8690580.0,3
8690582.0,1
8690583.0,13
8690585.0,3
8690587.0,3
8690588.0,0
8690589.0,7
8690590.0,3
8690591.0,-4
8690592.0,-3
8690593.0,-7
8690594.0,1
8690595.0,1
8690596.0,-1
8690599.0,-3
8690601.0,1
8690602.0,1
8690603.0,1
8690604.0,1
8690605.0,2
8690610.0,2
8690611.0,1
8690612.0,2
8690614.0,1
8690615.0,1
8690616.0,-3
8690617.0,1
8690618.0,1
8690619.0,1
8690621.0,1
8690624.0,1
8690627.0,1
8690629.0,2
8690633.0,1
8690638.0,1
8690640.0,1
8690646.0,1
8690651.0,0
8690657.0,1
8690659.0,0
8690660.0,0
8690662.0,1
8690665.0,1
8690667.0,1
8690669.0,1
8690677.0,1
8690678.0,1
8690679.0,1
8690680.0,1
8690682.0,1
8690683.0,1
8690684.0,0
8690685.0,1
8690688.0,1
8690690.0,1
8690692.0,1
8690693.0,-4
8690694.0,0
8690696.0,1
8690699.0,1
8690700.0,0
8690702.0,1
8690704.0,1
8690705.0,1
8690708.0,1
8690709.0,1
8690710.0,0
8690716.0,1
8690717.0,1
8690718.0,0
8690719.0,1
8690721.0,1
8690723.0,1
8690724.0,0
8690725.0,0
8690727.0,1
8690728.0,0
8690730.0,1
8690731.0,1
8690733.0,1
8690734.0,1
8690735.0,0
8690737.0,1
8690738.0,1
8690741.0,1
8690744.0,1
8690746.0,1
8690748.0,1
8690753.0,1
8690759.0,1
8690760.0,1
8690762.0,-11
8690763.0,1
8690764.0,1
8690765.0,1
8690768.0,1
8690769.0,1
8690772.0,1
8690773.0,0
8690774.0,1
8690775.0,1
8690778.0,1
8690779.0,1
8690780.0,1
8690783.0,1
8690785.0,0
8690786.0,1
8690787.0,1
8690788.0,1
8690791.0,1
8690792.0,1
8690795.0,0
8690796.0,1
8690797.0,1
8690799.0,1
8690800.0,1
8690801.0,0
8690802.0,1
8690803.0,1
8690804.0,1
8690809.0,1
8690811.0,1
8690814.0,1
8690816.0,1
8690817.0,0
8690818.0,1
8690820.0,1
8690821.0,1
8690823.0,1
8690825.0,1
8690826.0,1
8690828.0,1
8690829.0,1
8690830.0,1
8690834.0,1
8690836.0,1
8690837.0,1
8690839.0,1
8690841.0,1
8690842.0,6
8690843.0,1
8690844.0,1
8690850.0,1
8690852.0,0
8690854.0,1
8690855.0,0
8690856.0,1
8690860.0,1
8690861.0,1
8690862.0,1
8690865.0,1
8690867.0,1
8690868.0,1
8690870.0,1
8690938.0,1
8690941.0,1
8690943.0,1
8690944.0,1
8690945.0,-6
8690946.0,1
8690950.0,1
8690954.0,0
8690955.0,1
8690956.0,1
8690957.0,1
8690958.0,0
8690962.0,1
8690966.0,1
8690967.0,1
8690969.0,1
8690970.0,1
8690972.0,1
8690974.0,1
8690977.0,1
8690981.0,1
8690982.0,1
8690983.0,1
8690985.0,1
8690987.0,1
8690989.0,1
8690991.0,1
8690994.0,1
8690996.0,1
8690999.0,1
8691001.0,1
8691006.0,1
8691008.0,1
8691011.0,1
8691012.0,1
8691016.0,1
8691018.0,1
8691024.0,1
8691025.0,0
8691029.0,1
8691031.0,1
8691032.0,1
8691033.0,1
8691034.0,1
8691035.0,1
8691036.0,1
8691039.0,1
8691040.0,1
8691045.0,-4
8691048.0,-11
8691051.0,1
8691053.0,1
8691057.0,1
8691059.0,1
8691061.0,1
8691062.0,1
8691063.0,1
8691064.0,0
8691068.0,1
8691069.0,1
8691070.0,1
8691073.0,1
8691074.0,1
8691076.0,1
8691085.0,1
8691086.0,1
8691088.0,1
8691090.0,1
8691093.0,-3
8691094.0,1
8691095.0,1
8691096.0,1
8691099.0,1
8691100.0,1
8691103.0,1
8691105.0,1
8691106.0,1
8691107.0,1
8691110.0,1
8691111.0,1
8691113.0,1
8691117.0,1
8691118.0,1
8691120.0,1
8691121.0,1
8691125.0,1
8691128.0,1
8691129.0,1
8691130.0,1
8691132.0,1
8691141.0,1
8691142.0,1
8691143.0,1
8691145.0,1
8691146.0,1
8691150.0,1
8691151.0,0
8691152.0,1
8691155.0,1
8691160.0,1
8691163.0,-8
8691164.0,1
8691166.0,1
8691168.0,1
8691169.0,1
8691171.0,1
8691175.0,1
8691176.0,1
8691178.0,1
8691180.0,1
8691182.0,1
8691183.0,1
8691187.0,1
8691188.0,1
8691189.0,1
8691194.0,1
8691195.0,1
8691198.0,-2
8691199.0,1
8691204.0,1
8691205.0,1
8691208.0,1
8691214.0,1
8691215.0,1
8691216.0,1
8691218.0,1
8691221.0,1
8691223.0,1
8691226.0,1
8691229.0,1
8691231.0,2
8691232.0,1
8691236.0,1
8691238.0,1
8691240.0,1
8691244.0,1
8691245.0,1
8691248.0,1
8691250.0,1
8691256.0,1
8691257.0,1
8691259.0,1
8691263.0,1
8691266.0,1
8691270.0,1
8691271.0,0
8691274.0,1
8691278.0,1
8691279.0,1
8691282.0,1
8691283.0,1
8691288.0,49
8691291.0,1
8691292.0,1
8691294.0,1
8691296.0,1
8691297.0,1
8691298.0,1
8691302.0,1
8691304.0,1
8691306.0,1
8691308.0,1
8691309.0,1
8691310.0,1
8694164.0,1
8694167.0,1
8694171.0,1
8699610.0,-10
8701673.0,1
8691762.0,1
8691766.0,1
8691768.0,0
8691769.0,1
8691770.0,1
8691771.0,1
8691773.0,1
8691774.0,1
8691776.0,1
8691777.0,1
8691779.0,1
8691782.0,1
8691785.0,1
8691787.0,1
8691790.0,1
8691791.0,2
8691793.0,1
8691794.0,1
8691798.0,1
8691802.0,0
8691808.0,1
8691809.0,0
8691811.0,1
8691812.0,1
8691814.0,1
8691818.0,2
8691820.0,1
8691829.0,1
8691833.0,0
8691835.0,1
8691836.0,1
8691838.0,1
8691477.0,4
8691479.0,0
8691482.0,0
8691485.0,2
8691486.0,1
8691489.0,1
8691490.0,0
8691492.0,0
8691493.0,1
8691495.0,1
8691497.0,1
8691499.0,2
8691500.0,3
8691501.0,1
8691502.0,1
8691503.0,3
8691504.0,3
8691506.0,12
8691507.0,1
8691508.0,3
8691509.0,-5
8691510.0,-1
8691511.0,-1
8691513.0,3
8691517.0,-5
8691518.0,1
8691519.0,1
8691521.0,1
8691522.0,1
8691523.0,1
8691525.0,2
8691530.0,2
8691531.0,2
8691532.0,2
8691534.0,-1
8691535.0,1
8691536.0,1
8691537.0,-1
8691539.0,1
8691540.0,1
8691541.0,1
8691543.0,1
8691546.0,1
8691550.0,2
8691552.0,1
8691556.0,1
8691557.0,1
8691564.0,1
8691565.0,0
8691569.0,0
8691570.0,1
8691573.0,0
8691575.0,1
8691576.0,1
8691580.0,1
8691583.0,1
8691585.0,1
8691587.0,1
8691588.0,1
8691589.0,1
8691590.0,1
8691592.0,0
8691593.0,1
8691594.0,0
8691597.0,1
8691600.0,1
8691602.0,1
8691606.0,1
8691607.0,0
8691608.0,1
8691612.0,1
8691613.0,1
8691615.0,1
8691617.0,1
8691618.0,1
8691623.0,1
8691625.0,1
8691627.0,1
8691628.0,1
8691630.0,1
8691631.0,1
8691632.0,0
8691633.0,0
8691635.0,0
8691636.0,1
8691637.0,1
8691638.0,1
8691639.0,1
8691640.0,1
8691641.0,1
8691645.0,-1
8691646.0,1
8691648.0,1
8691650.0,1
8691651.0,0
8691654.0,1
8691655.0,1
8691657.0,1
8691660.0,1
8691666.0,1
8691673.0,1
8691674.0,1
8691675.0,1
8691676.0,1
8691678.0,1
8691680.0,1
8691681.0,0
8691682.0,1
8691683.0,1
8691685.0,0
8691687.0,0
8691690.0,-2
8691691.0,1
8691692.0,1
8691694.0,1
8691695.0,0
8691696.0,1
8691699.0,1
8691701.0,1
8691702.0,1
8691703.0,1
8691706.0,1
8692142.0,1
8691707.0,1
8691710.0,1
8691711.0,1
8691712.0,1
8691713.0,0
8691714.0,1
8691716.0,1
8691717.0,1
8691720.0,1
8691721.0,1
8691724.0,3
8691725.0,1
8691726.0,1
8691728.0,1
8691730.0,1
8691731.0,1
8691734.0,1
8691735.0,1
8691737.0,1
8691739.0,1
8691741.0,2
8691743.0,1
8691744.0,1
8691746.0,1
8691748.0,1
8691750.0,1
8691752.0,1
8691755.0,1
8691757.0,1
8691758.0,7
8691759.0,1
8691761.0,1
8691841.0,1
8691843.0,1
8691844.0,1
8691849.0,1
8691850.0,1
8691851.0,1
8691852.0,1
8691853.0,-6
8691855.0,1
8691858.0,1
8691861.0,0
8691863.0,1
8691864.0,1
8691866.0,1
8691867.0,0
8691869.0,1
8691870.0,1
8691873.0,1
8691874.0,1
8691876.0,1
8691878.0,1
8691879.0,1
8691882.0,1
8691883.0,1
8691886.0,1
8691887.0,1
8691889.0,1
8691891.0,1
8691893.0,1
8691895.0,1
8691899.0,1
8691900.0,1
8691903.0,1
8691906.0,1
8691908.0,1
8691910.0,1
8691911.0,1
8691917.0,1
8691918.0,1
8691921.0,1
8691925.0,1
8691926.0,1
8691929.0,0
8691932.0,1
8691933.0,1
8691935.0,1
8691936.0,1
8691937.0,1
8691938.0,1
8691940.0,1
8691942.0,1
8691946.0,-8
8691951.0,1
8691952.0,1
8691953.0,1
8691955.0,1
8691957.0,1
8691959.0,1
8691961.0,1
8691962.0,1
8691964.0,1
8691968.0,0
8691971.0,1
8691973.0,1
8691974.0,1
8691977.0,1
8691980.0,1
8691981.0,1
8691983.0,1
8691986.0,1
8691989.0,1
8691994.0,1
8691999.0,1
8692002.0,0
8692003.0,1
8692005.0,1
8692007.0,1
8692010.0,1
8692012.0,1
8692013.0,1
8692015.0,1
8692016.0,1
8692017.0,1
8692021.0,1
8692022.0,1
8692024.0,1
8692026.0,1
8692027.0,1
8692032.0,1
8692035.0,1
8692037.0,1
8692039.0,1
8692040.0,1
8692044.0,1
8692047.0,1
8692049.0,1
8692050.0,1
8692052.0,1
8692053.0,1
8692057.0,1
8692059.0,1
8692060.0,1
8692062.0,1
8692064.0,0
8692065.0,1
8692070.0,1
8692071.0,-6
8692072.0,1
8692077.0,1
8692078.0,-8
8692082.0,1
8692083.0,1
8692084.0,1
8692086.0,1
8692092.0,1
8692093.0,1
8692094.0,1
8692097.0,1
8692101.0,1
8692102.0,1
8692105.0,1
8692106.0,1
8692108.0,1
8692110.0,1
8692115.0,-2
8692116.0,1
8692119.0,1
8692122.0,1
8692124.0,1
8692126.0,1
8692130.0,1
8692132.0,1
8692134.0,1
8692136.0,1
8692140.0,1
8692143.0,1
8692144.0,-6
8692146.0,1
8692150.0,1
8692152.0,1
8692153.0,1
8692155.0,1
8692156.0,1
8692160.0,1
8692163.0,1
8692164.0,1
8692166.0,1
8692168.0,1
8692170.0,1
8692175.0,1
8692177.0,1
8692182.0,1
8692184.0,-1
8692186.0,-9
8692188.0,1
8692190.0,1
8692191.0,1
8692193.0,1
8692197.0,1
8692200.0,1
8692203.0,1
8692206.0,1
8692207.0,1
8692209.0,1
8692211.0,1
8692213.0,1
8692214.0,1
8692215.0,1
8692217.0,1
8692218.0,1
8692219.0,1
8694174.0,1
8694176.0,1
8702592.0,1
8692607.0,1
8692608.0,1
8692610.0,1
8692501.0,1
8692611.0,1
8692613.0,1
8692616.0,1
8692617.0,1
8692618.0,0
8692620.0,1
8692621.0,1
8692622.0,1
8692624.0,6
8692625.0,1
8692626.0,-2
8692630.0,1
8692631.0,1
8692635.0,1
8692638.0,0
8692639.0,1
8692640.0,1
8692642.0,1
8692645.0,1
8692646.0,1
8692649.0,1
8692651.0,1
8692654.0,1
8692655.0,1
8692657.0,1
8692659.0,1
8692661.0,1
8692662.0,1
8692665.0,1
8692672.0,0
8692676.0,0
8692679.0,1
8692680.0,1
8692682.0,1
8692685.0,1
8692689.0,1
8692699.0,1
8692703.0,0
8692704.0,1
8692708.0,1
8692710.0,1
8692712.0,1
8692713.0,1
8692715.0,1
8692717.0,1
8692718.0,1
8692720.0,1
8692721.0,1
8692729.0,1
8692732.0,0
8692733.0,0
8692734.0,1
8692735.0,1
8692737.0,1
8692738.0,1
8692739.0,1
8692743.0,1
8692744.0,1
8692746.0,1
8692747.0,1
8692749.0,1
8692751.0,1
8692755.0,1
8692759.0,1
8692760.0,1
8692761.0,1
8692764.0,1
8692766.0,1
8692767.0,1
8692770.0,1
8692345.0,0
8692773.0,1
8692774.0,1
8692775.0,1
8692779.0,1
8692780.0,1
8692785.0,1
8692787.0,1
8692791.0,1
8692792.0,1
8692796.0,1
8692798.0,1
8692800.0,1
8692802.0,1
8692806.0,0
8693076.0,1
8693086.0,1
8693079.0,1
8693080.0,1
8693083.0,1
8693084.0,1
8692350.0,2
8692351.0,1
8692352.0,0
8692353.0,0
8692355.0,1
8692359.0,2
8692360.0,1
8692362.0,3
8692364.0,1
8692365.0,1
8692366.0,3
8692368.0,10
8692369.0,3
8692370.0,1
8692371.0,7
8692372.0,3
8692374.0,3
8692375.0,1
8692377.0,-6
8692378.0,1
8692379.0,-2
8692380.0,1
8692381.0,-6
8692385.0,1
8692386.0,1
8692387.0,1
8692388.0,1
8692390.0,2
8692396.0,1
8692397.0,2
8692398.0,2
8692400.0,1
8692401.0,1
8692402.0,1
8692403.0,1
8692405.0,1
8692406.0,1
8692407.0,1
8692410.0,1
8692411.0,1
8692414.0,2
8692418.0,0
8692422.0,1
8692423.0,1
8692428.0,1
8692433.0,0
8692435.0,0
8692436.0,1
8692442.0,0
8692443.0,0
8692445.0,1
8692447.0,1
8692450.0,1
8692454.0,1
8692457.0,-6
8692458.0,1
8692459.0,1
8692460.0,1
8692462.0,1
8692463.0,1
8692464.0,0
8692466.0,0
8692467.0,0
8692469.0,1
8692472.0,1
8692474.0,1
8692476.0,1
8692480.0,1
8692481.0,-2
8692482.0,1
8692483.0,0
8692487.0,1
8692488.0,1
8692491.0,1
8692493.0,1
8699615.0,-9
8692495.0,1
