departure_terminal,checkin_terminal,airline_grouped_hash,cco_hash,flt_hash,m_city_rus1,m_city_rus2,config,sum_bsm,t_st_year,t_st_month,t_st_day,t_st_hour,t_st_minute,t_st_second
0,0,21,34,231,0,103,402,307,2023,8,22,17,15,0
0,0,16,16,251,0,84,148,86,2023,8,22,17,20,0
1,1,17,17,153,0,32,254,202,2023,8,22,17,25,0
0,0,21,34,1,0,84,87,42,2023,8,22,17,25,0
0,0,21,34,569,0,39,158,83,2023,8,22,17,25,0
0,0,21,34,377,0,57,183,51,2023,8,22,17,30,0
0,0,21,34,473,0,89,170,72,2023,8,22,17,30,0
0,0,21,34,299,0,34,183,45,2023,8,22,17,35,0
0,0,21,34,545,0,24,87,39,2023,8,22,17,35,0
0,0,21,34,580,0,75,158,45,2023,8,22,17,40,0
0,1,28,28,121,0,57,189,50,2023,8,22,17,45,0
0,0,21,34,312,0,100,87,47,2023,8,22,17,45,0
0,1,28,28,585,0,60,189,91,2023,8,22,17,50,0
0,0,21,34,565,0,60,158,93,2023,8,22,17,55,0
0,0,21,34,352,0,70,156,63,2023,8,22,17,55,0
0,0,21,34,574,0,84,158,61,2023,8,22,18,0,0
0,1,28,28,553,0,89,189,53,2023,8,22,18,5,0
1,1,34,34,464,0,35,158,62,2023,8,22,18,20,0
0,0,21,34,586,0,103,402,312,2023,8,22,18,20,0
1,1,34,34,450,0,33,158,151,2023,8,22,18,25,0
0,0,21,34,403,0,22,316,261,2023,8,22,18,25,0
0,0,21,34,347,0,61,87,28,2023,8,22,18,30,0
1,1,24,22,225,0,73,286,340,2023,8,22,18,30,0
1,1,34,34,249,0,58,158,55,2023,8,22,18,35,0
0,0,21,34,357,0,44,183,117,2023,8,22,18,35,0
0,1,28,28,140,0,56,189,51,2023,8,22,18,35,0
0,0,27,27,14,0,110,93,33,2023,8,22,18,35,0
1,1,12,12,531,0,73,301,180,2023,8,22,18,45,0
0,0,21,34,425,0,84,87,38,2023,8,22,18,45,0
1,1,34,34,508,0,79,402,183,2023,8,22,18,50,0
0,0,16,16,226,0,98,189,162,2023,8,22,18,50,0
0,0,21,34,303,0,24,87,23,2023,8,22,18,55,0
0,0,21,34,314,0,84,87,30,2023,8,22,19,0,0
0,0,21,34,112,0,34,170,23,2023,8,22,19,5,0
0,1,28,28,267,0,89,189,45,2023,8,22,19,10,0
0,1,28,28,436,0,24,189,37,2023,8,22,19,15,0
0,0,21,34,397,0,82,158,25,2023,8,22,19,15,0
0,0,21,34,22,0,109,158,45,2023,8,22,19,20,0
1,1,30,30,517,0,113,298,216,2023,8,22,19,25,0
0,0,21,34,261,0,86,87,20,2023,8,22,19,30,0
0,0,21,34,398,0,41,158,56,2023,8,22,19,30,0
1,1,20,20,263,0,35,220,91,2023,8,22,19,35,0
0,0,21,34,323,0,89,158,52,2023,8,22,19,35,0
0,0,21,34,88,0,60,87,49,2023,8,22,19,40,0
0,0,21,34,198,0,57,140,26,2023,8,22,19,40,0
0,0,21,34,194,0,84,87,26,2023,8,22,19,40,0
1,1,34,34,495,0,95,402,216,2023,8,22,19,45,0
0,1,28,28,510,0,108,189,34,2023,8,22,19,50,0
0,0,21,34,413,0,77,402,370,2023,8,22,19,50,0
0,0,21,34,488,0,84,183,36,2023,8,22,19,50,0
1,1,9,9,158,0,73,292,201,2023,8,22,19,55,0
0,1,28,28,446,0,47,189,61,2023,8,22,20,0,0
1,1,34,34,24,0,113,402,202,2023,8,22,20,5,0
0,0,21,34,576,0,51,457,445,2023,8,22,20,10,0
0,0,21,34,53,0,44,183,125,2023,8,22,20,10,0
1,1,6,6,543,0,16,168,158,2023,8,22,20,15,0
1,1,30,30,379,0,88,298,105,2023,8,22,20,15,0
1,1,26,26,102,0,58,189,107,2023,8,22,20,20,0
0,0,21,34,274,0,116,427,374,2023,8,22,20,20,0
0,0,21,34,448,0,22,316,249,2023,8,22,20,25,0
0,0,21,34,388,0,84,183,56,2023,8,22,20,30,0
0,0,21,34,471,0,61,87,36,2023,8,22,20,30,0
0,0,21,34,350,0,41,158,31,2023,8,22,20,35,0
0,0,22,25,556,0,41,220,126,2023,8,22,20,35,0
0,0,21,34,538,0,50,183,84,2023,8,22,20,35,0
0,0,21,34,552,0,75,158,29,2023,8,22,20,40,0
0,1,28,28,28,0,15,189,85,2023,8,22,20,45,0
1,1,34,34,202,0,6,296,89,2023,8,22,20,50,0
0,1,28,28,125,0,39,189,92,2023,8,22,20,50,0
0,0,21,34,567,0,100,158,65,2023,8,22,20,50,0
0,0,21,34,383,0,84,158,38,2023,8,22,21,0,0
0,0,21,34,296,0,103,402,305,2023,8,22,21,5,0
0,0,21,34,241,0,84,87,25,2023,8,22,21,10,0
0,0,21,34,200,0,57,158,40,2023,8,22,21,10,0
1,1,34,34,573,0,91,158,84,2023,8,22,21,15,0
1,1,34,34,298,0,14,402,242,2023,8,22,21,15,0
0,0,21,34,572,0,39,158,87,2023,8,22,21,20,0
1,1,34,34,346,0,13,158,73,2023,8,22,21,25,0
0,0,21,34,447,0,34,158,44,2023,8,22,21,30,0
0,0,21,34,459,0,84,158,54,2023,8,22,21,30,0
1,1,34,34,529,0,17,183,161,2023,8,22,21,35,0
0,0,21,34,160,0,92,183,119,2023,8,22,21,45,0
0,0,21,34,132,0,11,156,42,2023,8,22,21,50,0
0,0,27,27,74,0,110,50,16,2023,8,22,21,55,0
0,0,21,34,479,0,51,457,449,2023,8,22,21,55,0
0,0,21,34,588,0,50,158,98,2023,8,22,22,0,0
0,1,28,28,235,0,69,189,62,2023,8,22,22,0,0
0,0,21,34,319,0,64,158,28,2023,8,22,22,5,0
1,1,34,34,117,0,54,402,267,2023,8,22,22,5,0
0,0,21,34,91,0,77,316,328,2023,8,22,22,10,0
0,0,21,34,469,0,41,158,24,2023,8,22,22,15,0
0,0,21,34,59,0,69,158,32,2023,8,22,22,15,0
0,0,21,34,35,0,99,158,43,2023,8,22,22,20,0
0,0,21,34,191,0,65,158,37,2023,8,22,22,20,0
0,1,28,28,348,0,50,189,81,2023,8,22,22,30,0
0,0,21,34,509,0,37,87,26,2023,8,22,22,30,0
1,1,10,10,372,0,112,301,144,2023,8,22,22,35,0
0,0,21,34,138,0,82,158,32,2023,8,22,22,35,0
0,0,21,34,343,0,22,316,241,2023,8,22,22,40,0
0,0,21,34,351,0,93,87,53,2023,8,22,22,40,0
0,0,21,34,535,0,63,183,95,2023,8,22,22,45,0
0,0,21,34,472,0,46,183,96,2023,8,22,22,45,0
0,0,21,34,393,0,44,158,83,2023,8,22,22,50,0
0,0,21,34,475,0,60,158,90,2023,8,22,22,55,0
0,0,21,34,373,0,24,158,30,2023,8,22,23,10,0
0,0,21,34,481,0,96,183,61,2023,8,22,23,15,0
0,0,21,34,525,0,60,87,40,2023,8,22,23,15,0
0,0,21,34,301,0,84,87,31,2023,8,22,23,15,0
0,1,28,28,320,0,109,189,49,2023,8,22,23,20,0
1,1,34,34,66,0,91,158,87,2023,8,22,23,30,0
0,1,28,28,254,0,100,189,43,2023,8,22,23,35,0
0,0,21,34,201,0,84,87,19,2023,8,22,23,35,0
0,1,28,28,474,0,92,189,78,2023,8,22,23,40,0
0,0,21,34,292,0,97,140,48,2023,8,22,23,40,0
0,0,22,25,135,0,70,218,41,2023,8,22,23,45,0
0,0,21,34,527,0,34,87,17,2023,8,22,23,45,0
0,0,21,34,514,0,56,158,32,2023,8,22,23,50,0
0,1,28,28,322,0,66,189,81,2023,8,22,23,50,0
1,1,34,34,534,0,10,170,65,2023,8,22,23,40,0
0,0,21,34,453,0,61,87,40,2023,8,22,23,55,0
0,0,21,34,285,0,50,156,71,2023,8,22,23,55,0
1,1,34,34,503,0,58,140,72,2023,8,22,23,55,0
1,1,35,35,110,0,35,131,103,2023,8,22,2,0,0
0,0,21,34,460,0,44,215,65,2023,8,22,11,5,0
0,0,21,34,81,0,44,215,56,2023,8,22,16,20,0
0,0,21,34,163,0,116,427,358,2023,8,22,23,5,0
0,0,21,34,331,0,7,373,92,2023,8,22,21,50,0
0,0,5,5,428,0,68,2,0,2023,8,22,3,30,0
0,0,21,34,416,0,37,183,42,2023,8,22,19,35,0
0,0,21,34,375,0,84,87,35,2023,8,23,13,50,0
0,0,21,34,432,0,99,87,25,2023,8,23,13,50,0
0,0,21,34,256,0,34,158,50,2023,8,23,13,55,0
0,0,21,34,203,0,97,87,36,2023,8,23,14,0,0
0,0,21,34,36,0,109,158,28,2023,8,23,14,0,0
0,1,28,28,57,0,44,189,55,2023,8,23,14,0,0
0,1,28,28,408,0,86,189,44,2023,8,23,14,5,0
0,0,21,34,401,0,84,87,21,2023,8,23,14,10,0
0,1,28,28,577,0,108,189,61,2023,8,23,14,10,0
0,0,21,34,5,0,44,158,99,2023,8,23,14,15,0
0,0,21,34,208,0,89,158,74,2023,8,23,14,20,0
0,1,28,28,293,0,24,189,58,2023,8,23,14,20,0
0,0,21,34,220,0,89,183,51,2023,8,23,14,20,0
0,0,21,34,404,0,84,158,65,2023,8,23,14,25,0
0,0,21,34,536,0,100,158,56,2023,8,23,14,25,0
0,0,21,34,152,0,89,183,61,2023,8,23,14,30,0
0,0,21,34,437,0,56,156,57,2023,8,23,14,35,0
1,1,34,34,145,0,13,158,47,2023,8,23,14,40,0
0,0,21,34,45,0,64,158,52,2023,8,23,14,40,0
1,1,34,34,306,0,8,296,141,2023,8,23,14,45,0
1,1,34,34,223,0,58,140,47,2023,8,23,14,45,0
0,0,21,34,568,0,24,183,93,2023,8,23,14,45,0
1,1,34,34,197,0,35,158,91,2023,8,23,15,0,0
0,0,21,34,563,0,44,183,88,2023,8,23,15,5,0
0,0,21,34,280,0,41,158,54,2023,8,23,15,5,0
0,0,21,34,277,0,57,183,49,2023,8,23,15,5,0
0,0,21,34,380,0,90,87,34,2023,8,23,15,10,0
0,0,21,34,118,0,61,156,71,2023,8,23,15,10,0
0,0,21,34,452,0,60,140,81,2023,8,23,15,10,0
0,0,21,34,513,0,75,140,42,2023,8,23,15,15,0
0,0,21,34,60,0,34,156,51,2023,8,23,15,20,0
0,0,21,34,265,0,109,158,31,2023,8,23,0,5,0
0,0,21,34,169,0,25,158,101,2023,8,23,0,10,0
0,0,21,34,385,0,41,158,59,2023,8,23,0,10,0
0,0,21,34,326,0,1,183,55,2023,8,23,0,10,0
1,1,34,34,71,0,83,158,78,2023,8,23,0,15,0
1,1,34,34,451,0,20,158,101,2023,8,23,0,15,0
0,1,28,28,47,0,34,189,52,2023,8,23,0,20,0
1,1,22,25,371,0,19,189,184,2023,8,23,0,25,0
0,0,21,34,526,0,97,158,63,2023,8,23,0,25,0
0,0,21,34,156,0,15,158,69,2023,8,23,0,30,0
0,0,21,34,104,0,70,158,58,2023,8,23,0,35,0
0,1,28,28,262,0,100,189,32,2023,8,23,0,35,0
0,0,21,34,307,0,69,158,42,2023,8,23,0,40,0
0,1,28,28,584,0,75,189,42,2023,8,23,0,45,0
1,1,35,35,537,0,35,131,93,2023,8,23,0,45,0
0,0,21,34,172,0,100,140,32,2023,8,23,0,45,0
1,1,17,17,316,0,32,254,229,2023,8,23,0,50,0
0,0,21,34,458,0,84,183,40,2023,8,23,0,50,0
1,1,8,8,438,0,107,306,67,2023,8,23,0,55,0
0,0,21,34,250,0,34,87,21,2023,8,23,0,55,0
1,1,34,34,131,0,35,158,48,2023,8,23,0,55,0
0,0,21,34,414,0,50,183,71,2023,8,23,1,0,0
1,1,34,34,356,0,87,296,111,2023,8,23,1,0,0
0,0,21,34,192,0,104,183,97,2023,8,23,1,0,0
0,0,21,34,442,0,93,87,36,2023,8,23,1,5,0
1,1,34,34,245,0,72,196,199,2023,8,23,1,5,0
0,0,21,34,295,0,66,183,104,2023,8,23,1,5,0
0,0,21,34,470,0,22,296,228,2023,8,23,1,20,0
0,0,21,34,359,0,39,158,79,2023,8,23,1,25,0
0,0,21,34,87,0,84,158,56,2023,8,23,1,30,0
0,0,21,34,38,0,92,183,95,2023,8,23,1,35,0
0,0,21,34,440,0,96,158,38,2023,8,23,1,50,0
0,0,21,34,283,0,75,158,38,2023,8,23,1,50,0
0,0,21,34,511,0,63,158,80,2023,8,23,1,50,0
0,0,21,34,423,0,71,87,29,2023,8,23,2,0,0
0,0,21,34,542,0,34,140,54,2023,8,23,2,5,0
1,1,6,6,41,0,16,138,150,2023,8,23,2,10,0
0,0,21,34,106,0,89,183,65,2023,8,23,2,10,0
1,1,34,34,532,0,8,296,189,2023,8,23,2,20,0
0,0,21,34,150,0,67,183,92,2023,8,23,2,30,0
1,1,3,34,235,0,49,87,24,2023,8,23,2,35,0
1,1,4,4,284,0,8,189,142,2023,8,23,2,45,0
1,1,35,35,110,0,35,131,77,2023,8,23,3,25,0
1,1,31,31,353,0,5,148,139,2023,8,23,4,10,0
0,0,21,34,502,0,89,183,36,2023,8,23,4,55,0
0,1,28,28,366,0,41,189,27,2023,8,23,5,30,0
0,0,21,34,430,0,89,170,50,2023,8,23,5,30,0
1,1,20,20,136,0,35,220,65,2023,8,23,5,50,0
0,0,21,34,365,0,84,158,52,2023,8,23,6,0,0
0,0,21,34,444,0,61,87,8,2023,8,23,6,0,0
0,0,21,34,42,0,89,158,60,2023,8,23,6,5,0
0,0,21,34,72,0,82,158,32,2023,8,23,6,15,0
0,0,21,34,418,0,66,158,39,2023,8,23,6,20,0
0,0,21,34,468,0,89,196,65,2023,8,23,6,25,0
0,0,21,34,441,0,70,87,21,2023,8,23,6,30,0
0,0,21,34,52,0,92,87,39,2023,8,23,6,30,0
0,0,21,34,518,0,100,140,25,2023,8,23,6,35,0
1,1,11,11,522,0,106,202,134,2023,8,23,6,45,0
0,0,21,34,410,0,44,183,107,2023,8,23,6,45,0
0,0,21,34,9,0,57,158,13,2023,8,23,6,45,0
0,0,21,34,499,0,34,87,23,2023,8,23,6,45,0
0,0,21,34,27,0,24,87,24,2023,8,23,6,50,0
0,0,21,34,592,0,64,87,19,2023,8,23,6,55,0
0,0,21,34,477,0,41,158,24,2023,8,23,6,55,0
0,0,21,34,49,0,109,158,40,2023,8,23,7,0,0
0,1,28,28,92,0,52,189,37,2023,8,23,7,0,0
0,0,21,34,217,0,84,158,20,2023,8,23,7,0,0
0,1,28,28,26,0,11,189,64,2023,8,23,7,0,0
0,0,21,34,127,0,93,156,48,2023,8,23,7,5,0
0,1,28,28,362,0,24,189,27,2023,8,23,7,5,0
0,0,21,34,204,0,60,87,55,2023,8,23,7,10,0
0,0,21,34,84,0,44,183,87,2023,8,23,7,10,0
0,0,21,34,305,0,89,183,97,2023,8,23,7,15,0
1,1,34,34,85,0,38,158,51,2023,8,23,7,15,0
0,0,21,34,426,0,39,158,70,2023,8,23,7,20,0
0,0,21,34,275,0,24,158,24,2023,8,23,7,30,0
1,1,34,34,165,0,18,170,74,2023,8,23,7,35,0
0,0,21,34,94,0,37,158,16,2023,8,23,7,40,0
0,1,28,28,443,0,90,189,58,2023,8,23,7,45,0
0,0,21,34,105,0,11,158,53,2023,8,23,7,45,0
0,0,21,34,570,0,56,156,52,2023,8,23,7,50,0
1,1,34,34,100,0,8,427,209,2023,8,23,7,50,0
1,1,34,34,489,0,33,158,136,2023,8,23,7,50,0
1,1,34,34,467,0,17,183,150,2023,8,23,7,55,0
0,0,21,34,512,0,67,156,78,2023,8,23,7,55,0
0,0,22,25,395,0,56,189,69,2023,8,23,8,0,0
0,0,21,34,290,0,44,183,100,2023,8,23,8,0,0
0,0,21,34,125,0,100,87,23,2023,8,23,8,0,0
0,1,28,28,409,0,44,189,55,2023,8,23,8,0,0
0,1,28,28,429,0,108,189,27,2023,8,23,8,5,0
0,1,28,28,237,0,47,189,53,2023,8,23,8,5,0
0,1,28,28,95,0,41,189,33,2023,8,23,8,10,0
0,0,21,34,239,0,57,183,66,2023,8,23,8,10,0
1,1,34,34,369,0,35,158,62,2023,8,23,8,10,0
0,1,28,28,205,0,109,189,53,2023,8,23,8,15,0
1,1,34,34,578,0,106,296,173,2023,8,23,8,15,0
0,0,21,34,65,0,41,140,31,2023,8,23,8,15,0
0,0,21,34,421,0,84,87,17,2023,8,23,8,20,0
0,0,21,34,575,0,82,158,16,2023,8,23,8,20,0
0,0,22,25,263,0,44,218,36,2023,8,23,8,25,0
0,0,21,34,486,0,26,158,40,2023,8,23,8,25,0
0,0,21,34,137,0,97,215,46,2023,8,23,8,25,0
0,0,21,34,555,0,34,158,47,2023,8,23,8,30,0
0,0,21,34,193,0,65,158,19,2023,8,23,8,30,0
0,0,21,34,589,0,75,158,44,2023,8,23,8,30,0
0,0,21,34,109,0,84,87,11,2023,8,23,8,35,0
0,0,21,34,129,0,44,158,71,2023,8,23,8,40,0
0,0,21,34,86,0,24,158,46,2023,8,23,8,50,0
0,0,21,34,419,0,84,87,8,2023,8,23,8,50,0
0,0,21,34,523,0,89,402,204,2023,8,23,8,55,0
1,1,34,34,195,0,91,402,196,2023,8,23,9,0,0
0,0,21,34,55,0,41,158,47,2023,8,23,9,0,0
0,0,21,34,23,0,44,183,99,2023,8,23,9,0,0
1,1,34,34,276,0,114,402,219,2023,8,23,9,5,0
1,1,34,34,64,0,42,158,85,2023,8,23,9,5,0
1,1,34,34,15,0,58,140,37,2023,8,23,9,10,0
1,1,34,34,549,0,8,402,187,2023,8,23,9,10,0
0,0,21,34,43,0,89,183,67,2023,8,23,9,10,0
0,1,28,28,31,0,89,189,73,2023,8,23,9,15,0
0,0,21,34,266,0,90,158,34,2023,8,23,9,15,0
0,0,21,34,157,0,100,158,48,2023,8,23,9,20,0
0,0,21,34,562,0,74,158,19,2023,8,23,9,25,0
1,1,34,34,68,0,35,158,76,2023,8,23,9,25,0
0,0,21,34,83,0,34,170,47,2023,8,23,9,25,0
0,0,21,34,374,0,86,158,35,2023,8,23,9,30,0
0,0,21,34,287,0,11,158,52,2023,8,23,9,30,0
0,0,27,27,133,0,110,50,7,2023,8,23,9,30,0
0,0,21,34,392,0,89,183,67,2023,8,23,9,35,0
0,0,21,34,161,0,25,158,44,2023,8,23,9,35,0
0,0,21,34,493,0,84,140,45,2023,8,23,9,40,0
0,0,21,34,335,0,50,158,63,2023,8,23,9,40,0
0,0,16,16,222,0,89,189,196,2023,8,23,9,40,0
0,0,21,34,434,0,61,158,44,2023,8,23,9,45,0
1,1,34,34,78,0,6,158,60,2023,8,23,9,45,0
0,1,28,28,56,0,64,189,37,2023,8,23,9,45,0
0,0,21,34,340,0,69,87,16,2023,8,23,9,55,0
0,1,28,28,548,0,57,189,56,2023,8,23,9,55,0
1,1,26,26,386,0,58,148,88,2023,8,23,9,55,0
0,0,21,34,149,0,82,158,31,2023,8,23,10,0,0
1,1,34,34,378,0,91,140,80,2023,8,23,10,0,0
0,0,21,34,16,0,66,158,57,2023,8,23,10,0,0
0,0,21,34,170,0,89,196,67,2023,8,23,10,15,0
0,0,21,34,583,0,44,183,123,2023,8,23,10,20,0
0,0,16,16,465,0,44,189,128,2023,8,23,10,25,0
0,0,21,34,566,0,84,87,28,2023,8,23,10,25,0
1,1,34,34,177,0,13,158,76,2023,8,23,10,30,0
0,0,21,34,560,0,57,158,76,2023,8,23,10,30,0
1,1,34,34,557,0,91,170,77,2023,8,23,10,35,0
0,0,16,16,175,0,84,189,90,2023,8,23,10,35,0
0,0,21,34,33,0,84,140,31,2023,8,23,10,40,0
0,0,21,34,98,0,71,158,44,2023,8,23,10,40,0
0,0,21,34,166,0,60,87,36,2023,8,23,10,45,0
0,0,21,34,142,0,89,183,59,2023,8,23,10,45,0
0,1,28,28,412,0,89,189,67,2023,8,23,10,45,0
0,0,21,34,182,0,99,87,13,2023,8,23,10,50,0
0,0,21,34,559,0,37,87,22,2023,8,23,10,50,0
0,0,21,34,354,0,109,158,57,2023,8,23,10,50,0
1,1,6,6,214,0,16,168,151,2023,8,23,10,55,0
1,1,34,34,415,0,29,158,74,2023,8,23,10,55,0
0,1,28,28,190,0,44,189,60,2023,8,23,11,0,0
0,0,21,34,297,0,75,87,21,2023,8,23,11,0,0
1,1,18,18,333,0,0,299,292,2023,8,23,11,0,0
1,1,14,14,445,0,6,189,214,2023,8,23,11,5,0
1,1,34,34,363,0,8,296,144,2023,8,23,10,55,0
0,0,21,34,318,0,100,170,78,2023,8,23,11,5,0
0,0,21,34,411,0,90,158,16,2023,8,23,11,20,0
0,0,21,34,500,0,60,87,39,2023,8,23,11,25,0
0,0,21,34,77,0,82,158,29,2023,8,23,11,25,0
0,0,21,34,491,0,97,158,61,2023,8,23,11,30,0
0,0,21,34,123,0,84,87,25,2023,8,23,11,35,0
1,1,32,32,302,0,2,290,274,2023,8,23,11,40,0
0,0,33,33,258,0,81,164,155,2023,8,23,11,45,0
0,0,21,34,324,0,9,158,70,2023,8,23,11,45,0
0,0,21,34,97,0,34,170,42,2023,8,23,11,50,0
0,0,21,34,139,0,70,158,50,2023,8,23,11,55,0
0,0,21,34,232,0,84,87,19,2023,8,23,12,0,0
0,0,21,34,492,0,11,87,41,2023,8,23,12,5,0
0,1,28,28,329,0,62,189,69,2023,8,23,12,5,0
0,0,21,34,550,0,44,183,118,2023,8,23,12,5,0
1,1,22,25,54,0,21,540,432,2023,8,23,12,10,0
0,1,28,28,558,0,23,189,84,2023,8,23,12,10,0
1,1,34,34,368,0,10,158,39,2023,8,23,11,55,0
0,0,21,34,289,0,84,158,55,2023,8,23,12,25,0
0,0,21,34,476,0,89,183,90,2023,8,23,12,35,0
1,1,14,14,519,0,10,189,43,2023,8,23,12,35,0
0,0,27,27,114,0,101,93,40,2023,8,23,12,40,0
0,0,21,34,581,0,41,158,51,2023,8,23,12,55,0
0,0,21,34,207,0,57,183,46,2023,8,23,13,5,0
0,0,21,34,7,0,34,87,38,2023,8,23,13,25,0
0,0,21,34,406,0,89,196,81,2023,8,23,13,25,0
0,0,21,34,591,0,44,183,120,2023,8,23,13,35,0
0,0,21,34,143,0,84,87,47,2023,8,23,13,35,0
0,0,21,34,390,0,82,183,56,2023,8,23,13,40,0
0,0,21,34,551,0,90,140,40,2023,8,23,13,40,0
0,0,21,34,311,0,84,158,54,2023,8,23,15,20,0
0,0,21,34,328,0,84,158,50,2023,8,23,15,30,0
0,0,21,34,188,0,56,158,34,2023,8,23,15,40,0
0,0,21,34,384,0,22,373,242,2023,8,23,15,40,0
0,0,21,34,259,0,34,158,47,2023,8,23,15,45,0
0,0,21,34,90,0,100,158,32,2023,8,23,15,50,0
0,0,21,34,176,0,11,87,45,2023,8,23,15,50,0
0,1,28,28,179,0,84,189,51,2023,8,23,15,55,0
0,0,21,34,124,0,11,158,60,2023,8,23,16,0,0
0,0,21,34,134,0,57,183,49,2023,8,23,16,0,0
0,0,21,34,325,0,86,158,30,2023,8,23,16,5,0
0,0,21,34,206,0,41,158,27,2023,8,23,16,5,0
0,0,21,34,180,0,89,158,77,2023,8,23,16,15,0
0,0,21,34,338,0,64,170,27,2023,8,23,16,20,0
0,0,21,34,590,0,84,87,28,2023,8,23,16,25,0
0,0,21,34,199,0,56,156,31,2023,8,23,16,30,0
0,0,21,34,330,0,77,402,404,2023,8,23,16,35,0
0,0,21,34,99,0,109,158,40,2023,8,23,16,40,0
0,0,21,34,75,0,44,196,123,2023,8,23,16,40,0
0,0,22,25,407,0,70,218,41,2023,8,23,16,40,0
0,1,28,28,308,0,44,189,61,2023,8,23,16,45,0
0,0,16,16,497,0,82,189,76,2023,8,23,16,45,0
1,1,34,34,587,0,91,158,96,2023,8,23,16,45,0
0,0,21,34,478,0,82,183,42,2023,8,23,16,55,0
0,1,28,28,121,0,57,189,40,2023,8,23,16,55,0
0,0,21,34,341,0,116,373,306,2023,8,23,17,5,0
0,0,21,34,50,0,84,87,54,2023,8,23,17,10,0
0,0,21,34,487,0,22,316,222,2023,8,23,17,15,0
0,0,21,34,231,0,103,402,292,2023,8,23,17,15,0
0,0,21,34,545,0,24,87,52,2023,8,23,17,20,0
0,0,22,25,111,0,41,189,67,2023,8,23,17,20,0
0,0,16,16,251,0,84,180,120,2023,8,23,17,20,0
0,0,21,34,1,0,84,87,28,2023,8,23,17,25,0
0,0,21,34,569,0,39,158,85,2023,8,23,17,25,0
0,0,21,34,377,0,57,183,42,2023,8,23,17,30,0
0,0,21,34,473,0,89,170,61,2023,8,23,17,25,0
0,0,21,34,516,0,44,158,80,2023,8,23,17,35,0
0,0,21,34,299,0,34,183,42,2023,8,23,17,35,0
0,1,28,28,553,0,89,189,57,2023,8,23,17,40,0
0,0,21,34,580,0,75,158,56,2023,8,23,17,40,0
0,0,21,34,312,0,100,87,27,2023,8,23,17,50,0
0,1,28,28,585,0,60,189,106,2023,8,23,17,50,0
0,0,21,34,352,0,70,158,53,2023,8,23,17,55,0
0,0,21,34,565,0,60,158,81,2023,8,23,17,55,0
0,0,21,34,574,0,84,158,50,2023,8,23,18,0,0
0,1,28,28,449,0,84,189,50,2023,8,23,18,10,0
0,1,28,28,140,0,56,189,40,2023,8,23,18,15,0
0,0,21,34,586,0,103,402,285,2023,8,23,18,20,0
1,1,34,34,464,0,35,158,64,2023,8,23,18,20,0
0,0,21,34,403,0,22,402,284,2023,8,23,18,25,0
0,0,21,34,347,0,61,87,20,2023,8,23,18,30,0
1,1,24,22,225,0,73,286,390,2023,8,23,18,30,0
0,0,21,34,357,0,44,183,103,2023,8,23,18,35,0
1,1,34,34,249,0,58,158,52,2023,8,23,18,35,0
0,0,27,27,344,0,76,50,22,2023,8,23,18,35,0
1,1,34,34,457,0,31,296,172,2023,8,23,18,40,0
0,0,16,16,281,0,41,189,100,2023,8,23,18,40,0
0,0,21,34,425,0,84,87,30,2023,8,23,18,45,0
1,1,12,12,531,0,73,301,265,2023,8,23,18,45,0
1,1,34,34,508,0,79,402,211,2023,8,23,18,50,0
0,0,21,34,128,0,85,87,25,2023,8,23,18,55,0
0,0,21,34,303,0,24,87,20,2023,8,23,18,55,0
0,0,21,34,314,0,84,87,34,2023,8,23,19,0,0
0,0,21,34,112,0,34,156,27,2023,8,23,19,5,0
1,1,30,30,517,0,113,298,248,2023,8,23,19,5,0
0,1,28,28,267,0,89,189,46,2023,8,23,19,10,0
1,1,34,34,547,0,27,402,256,2023,8,23,19,10,0
0,1,28,28,436,0,24,189,37,2023,8,23,19,15,0
0,0,21,34,397,0,82,158,36,2023,8,23,19,15,0
0,0,21,34,198,0,57,140,10,2023,8,23,19,20,0
0,0,21,34,22,0,109,158,23,2023,8,23,19,20,0
1,1,20,20,263,0,35,220,102,2023,8,23,21,50,0
0,0,21,34,398,0,41,158,60,2023,8,23,19,30,0
0,0,21,34,261,0,86,87,20,2023,8,23,19,30,0
0,0,21,34,323,0,89,158,78,2023,8,23,19,35,0
0,0,21,34,194,0,84,87,20,2023,8,23,19,40,0
0,0,21,34,88,0,60,87,53,2023,8,23,19,40,0
1,1,34,34,495,0,95,402,171,2023,8,23,19,45,0
0,0,21,34,413,0,77,402,376,2023,8,23,19,50,0
0,1,28,28,510,0,108,189,34,2023,8,23,19,50,0
0,0,21,34,488,0,84,183,62,2023,8,23,19,50,0
1,1,9,9,158,0,73,292,219,2023,8,23,19,55,0
0,1,28,28,446,0,47,189,55,2023,8,23,20,0,0
0,0,22,25,260,0,41,220,104,2023,8,23,20,0,0
0,0,21,34,53,0,44,183,103,2023,8,23,20,5,0
0,0,21,34,576,0,51,457,411,2023,8,23,20,10,0
1,1,34,34,119,0,17,183,179,2023,8,23,20,10,0
0,0,21,34,448,0,22,316,227,2023,8,23,20,15,0
1,1,26,26,102,0,58,148,85,2023,8,23,20,20,0
0,0,21,34,274,0,116,427,380,2023,8,23,20,20,0
0,0,21,34,350,0,41,158,36,2023,8,23,20,30,0
0,0,21,34,471,0,61,87,35,2023,8,23,20,30,0
0,0,21,34,388,0,84,158,43,2023,8,23,20,30,0
0,0,21,34,538,0,50,156,81,2023,8,23,20,35,0
